"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"It'll Do 2, Inc.","It'll Do 2","600 S. Washington","Tuscola","IL","61953","Douglas","120705665","Establishment","12/20/2012",
"It'll Do 2, Inc.","It'll Do Mahomet","215 S. Lake of the Woods Rd","Mahomet","IL","61853","Champaign","150703243","Establishment","11/06/2015",
"ITASCA RESTAURANT, LLC","ITASCA RESTAURANT","860 W. IRVING PARK ROAD","ITASCA","IL","601432022","Dupage","140700015","Establishment","03/27/2014",
"IZZY'S, L.L.C","Izzy's","507 Theodore St.","Joliet","IL","60435","Will","120700604","Establishment","06/21/2012",
"J & A Gendreau, LLC","AO Elliott","311 Main St","Savanna","IL","61074","Carroll","170704162","Establishment","02/09/2018",
"J & B Enterprises, Inc.","Hangar Bar & Grill","19442 N CR 2450 E","Oakland","IL","61943","Coles","180702783","Establishment","12/12/2018",
"J & B ENTERPRISES, INC.","THE PLACE","11 ASHMORE ST.","ASHMORE","IL","61912","Coles","120703511","Establishment","09/19/2013",
"J & C HOSPITALITY LLC","CABANA'S ON THE CHAIN","614 Bald Knob Rd","Johnsburg","IL","60051","McHenry","150700339","Establishment","03/26/2015",
"J & D's Bar and Grill, Inc.","J & D's Bar and Grill","26400 N US HIGHWAY 12","WAUCONDA","IL","60084","Lake","130704402","Establishment","03/27/2014",
"J & G Corporation","Pyramid Club","236 W. Lake Street","Addison","IL","60101","Dupage","120712348","Establishment","10/24/2013",
"J & G GROCERY INC","Jamies Market","119 E Krack St","Forrest","IL","61741","Livingston","170704022","Establishment","05/24/2018",
"J & J OPERATIONS, LLC","COZ' S PIZZA & PUB","4441 ASH GROVE AVE ","SPRINGFIELD","IL","62711","Sangamon","130700881","Establishment","10/24/2013",
"J & J Pizza Plus, Inc.","Hoops Pub and Pizza","516 Main St.","Peoria","IL","61602","Peoria","120707730","Establishment","01/24/2013",
"J & J Polen, Inc.","THE COUNTRY STORE","1010 Bloomington Street","De Witt","IL","61735","De Witt","120708128","Establishment","12/19/2013",
"J & J RESTAURANT OF BURBANK, INC.","MABENKA RESTAURANT","7844 S. CICERO AVE","BURBANK","IL","60459","Cook","160700058","Establishment","04/21/2016",
"J & J Timeout Sports Bar, Inc.","J & J Time Out Sports Bar","122 W Cherry St ","Herrin","IL","62948","Williamson","120704203","Establishment","12/20/2012",
"J & J'S HOMESTEAD, INC.","J & J'S HOMESTEAD","306 SOUTH MAIN STREET ","GIFFORD","IL","61847","Champaign","130702315","Establishment","12/19/2013",
"J & K Properties, Inc.","Chuggers Sports Bar","11700 N. 2nd Street","Machesney Park","IL","61115","Winnebago","130702300","Establishment","07/24/2014",
"J & K'S HALF MOON TAVERN, INC.","J & K'S HALF MOON TAVERN INC","120 W. LINCOLN HWY.","HINCKLEY","IL","60520","Dekalb","120706485","Establishment","12/20/2012",
"J & L Bestways, Inc.","Popeck Convenience Store","279 E. Main St. ","Ashley","IL","62808","Washington","130705322","Establishment","01/15/2014",
"J & L Bestways, Inc.","Peppers Gaming Parlor","1003 N West St. STE A","Olney","IL","62450","Richland","180701639","Establishment","09/14/2018",
"J & M Chelios & Sons Inc.","Chelios Pub & Grill","2150 Ogden Ave.","Aurora","IL","60504","Kane","120709590","Establishment","07/18/2013",
"J & P Trails End, Inc.","J & P Trails End, Inc.","Lot 16 Center Street","Campus","IL","60920","Livingston","120703792","Establishment","02/21/2013",
"J & R's Mini Mart, Inc.","Millersburg General Store","613 IL. RT. 143","Pocahontas","IL","62275","Bond","120700719","Establishment","03/20/2013",
"J & S HOSPITALITY, INC.","Holiday Inn Chicago Oakbrook","17 W350 22nd St. ","Oakbrook Terrace","IL","60181","Dupage","180700590","Establishment","11/02/2018",
"J & S Papa, Inc.","Papa Saverio's Pizza Pub","1350 E Chicago St","Elgin","IL","60120","Cook","160704246","Establishment","02/22/2017",
"J & S Pizza, Inc.","Rosati's Pizza","117 N Kennedy Dr","Carpentersville","IL","60110","Kane","120712922","Establishment","09/19/2013",
"J AND B VENTURES LLC","SUGAR SKULL","9743 FRANKLIN AVENUE","FRANKLIN PARK","IL","60131","Cook","130705958","Establishment","08/25/2015",
"J AND W BLUHM PROPERTIES, INC.","RUBY'S HANGOUT","3325 S 6TH STREET RD STE 4","SOUTHERN VIEW","IL","62703","Sangamon","160700431","Establishment","04/21/2016",
"J Belle LLC","J Belle Gaming","361 Old Germantown Rd","Germantown Hills","IL","61548","Woodford","190700372","Establishment","06/13/2019",
"J D A OF ORLAND PARK, INC.","SOUTHFORK RESTAURANT","14631 SOUTH LaGRANGE ROAD","ORLAND PARK","IL","60462","Cook","180703034","Establishment","03/01/2019",
"J J & FREDDIE'S, INC.","J J & FREDDIE'S INC","121 W MARKET ST","Mount Carroll","IL","61053","Carroll","190702338","Establishment","11/07/2019",
"J P FLANNERY INC.","J P FLANNERY","4025 147th ST","Midlothian","IL","60445","Cook","160703094","Establishment","11/03/2016",
"J P PETROLEUM, INC.","MOBILE GAS STATION","15860 S. DIXIE HIGHWAY","MARKHAM","IL","60428","Cook","180703407","Establishment","06/13/2019",
"J P PETROLEUM, INC.","BEACONHILL GROCERIES","1725 WESTERN AVENUE","CHICAGO HEIGHTS","IL","60411","Cook","180701490","Establishment","09/14/2018",
"J Town, Inc.","Gustos Bar and Grill","2115 Plainfield rd","Crest Hill","IL","60403","Will","120703787","Establishment","03/20/2013",
"J&H Restaurants, LLC","Sledgehammer's","1450 N IL Route 2","Oregon","IL","61061","Ogle","190701485","Establishment","09/16/2019",
"J&L Walters, Inc.","Jug's Main Street Tap & Lisa's Main Street Pizza","200 N Main St","Elizabeth","IL","61028","Jo Daviess","120700754","Establishment","07/19/2012",
"J&M Family, Fun & Food, Inc.","Godfather's Pizza #14512","1549 S. Dirksen Parkway","Springfield","IL","62703","Sangamon","120704057","Establishment","12/20/2012",
"J&M Family, Fun & Food, Inc.","Godfathers Pizza","2860 N. Main St.","Decatur","IL","62526","Macon","130702614","Establishment","10/24/2013",
"J&M Family, Fun & Food, Inc.","Godfathers Pizza","1754 W. Wabash Suite A","Springfield","IL","62704","Sangamon","130703604","Establishment","10/24/2013",
"J&M Family, Fun & Food, Inc.","Godfather's Pizza","21 Cottonwood Drive","Chatham","IL","62629","Sangamon","130701868","Establishment","10/24/2013",
"J&S Aden Management Inc.","Lucky Cuts","901 8th St.","La Salle","IL","61301","La Salle","190701063","Establishment","06/13/2019",
"J&Z FOOD BASKET INC.","J & Z FOOD BASKET","3740 S Cicero","Stickney","IL","60804","Cook","180704258","Establishment","08/08/2019",
"J'S LANES, INC.","J's Lanes","5507 S. Route 14","Harvard","IL","60033","Mchenry","150700773","Establishment","08/25/2015",
"J's Petti-Coat Junction, Inc.","J's Petti Coat Junction","27915-2060 North Ave","Malden","IL","61337","Bureau","190702229","Establishment","11/07/2019",
"J's Reggae Bar LLC","J's Reggae Bar","2201-03 W. Grand Ave.","Waukegan","IL","60085","Lake","130701380","Establishment","10/24/2013",
"J-BEARS PLACE, INC.","J-BEARS PLACE","315 S MAIN ST","Rockford","IL","61101","Winnebago","140702846","Establishment","10/27/2014",
"J-Five, Inc.","Jeff's Refs","113 W. Mason St.","Polo","IL","61064","Ogle","120707314","Establishment","05/23/2013",
"J-Mokena Inc.","Jamo's Live","10160 191st St.","Mokena","IL","60448","Will","190701439","Establishment","11/07/2019",
"J. and S. Associates, Inc.","Chesty P's Pub","104 E. Mason","Polo","IL","61064","Ogle","120711588","Establishment","09/19/2013",
"J. B. SULLIVAN, INC.","SULLIVAN'S FOODS","103 W North Ave","STOCKTON","IL","61085","Jo Daviess","150700778","Establishment","08/25/2015",
"J. B. SULLIVAN, INC.","SULLIVANS FOODS","125 E BACKBONE RD","PRINCETON","IL","61356","Bureau","150700954","Establishment","03/23/2017",
"J. B. Sullivan, Inc.","Sullivan's Foods","217 Chicago Avenue","Savanna","IL","61074","Carroll","170701564","Establishment","08/24/2017",
"J. D. Streett & Company, Inc.","ZX","414 E Vienna St","Anna","IL","62906","Union","170702642","Establishment","02/09/2018",
"J. D. Streett & Company, Inc.","Herrin ZX #234","3225 S. Park Ave.","Herrin","IL","62948","Williamson","180701428","Establishment","09/14/2018",
"J. D. Streett & Company, Inc.","J D Streett & Company","709 Grand Ave.","Johnston City","IL","62951","Williamson","180700054","Establishment","03/07/2018",
"J. J. Gal, Inc., A Close Corporation","Joe and Josie's Lounge","13555 S. Archer Avenue","Lemont","IL","60439","Will","120704414","Establishment","03/20/2013",
"J. Martin's Tap, Inc.","Martin's Tavern","81 E 34th St","Steger","IL","60475","Cook","120705357","Establishment","02/21/2013",
"J.B.'s Place, Inc.","J.B.'s Place","18071 Hwy 51 N","Desoto","IL","62924","Jackson","130702087","Establishment","01/15/2014",
"J.B.'s Woodshed, Inc","J.B.'s Woodshed, Inc","110 E. First Ave.","Monmouth","IL","61462","Warren","120703321","Establishment","12/20/2012",
"J.C. Fairview Development, LLC","Fairview Quick Stop","900 Church Street","Fairview","IL","61432","Fulton","180700852","Establishment","09/14/2018",
"J.C.'S OF MCCOOK, INC.","JC'S PUB AND RESTAURANT","8650 JOLIET RD","MCCOOK","IL","60525","Cook","120702311","Establishment","02/21/2013",
"J.C.J., INC.","THE POPLAR PLACE","323 NORTH POPLAR","CENTRALIA","IL","62801","Marion","120705580","Establishment","04/18/2013",
"J.D. Stewart, Inc.","J.D.'s Bootleggers","25491 W. Old Grass Lake Road","Antioch","IL","60002","Lake","130705218","Establishment","01/15/2014",
"J.D.S. Saloon, Inc.","Chapps","119 West Edwards","Litchfield","IL","62056","Montgomery","120708314","Establishment","04/18/2013",
"J.J.'s Pub On Main, Inc.","J.J.'s Pub On Main","104 W. Main Street","Ottawa","IL","61350","La Salle","140701998","Establishment","10/27/2014",
"J.M.J ASSETS LLC - ELLIE'S OBT","ELLIES COFFEE BAR","17W620 14TH STREET","OAKBROOK TERRACE","IL","60818","Dupage","150700653","Establishment","05/28/2015",
"J.P.'Z, INC.","Z J'S MINES","22 E. Grand Ave.","Fox Lake","IL","60020","Lake","120706774","Establishment","03/20/2013",
"J.R.'s Last Call, Inc.","JR's Last Call","1614 Mascoutah Ave","Belleville","IL","62220","St. Clair","120707006","Establishment","04/30/2014",
"J.R.T. Enterprises, Inc.","Emil's Sports Bar & Pizza","604 N. Lake St.","Mundelein","IL","60060","Lake","170701562","Establishment","09/21/2017",
"J.T. Walker's, LLC","JT Walker's Restaurant & Sports Bar","401 E. Main St.","Mahomet","IL","61853","Champaign","160701023","Establishment","06/02/2016",
"J.V.'s Downtown Bar and Grill, Inc.","J.V.'s Downtown Bar and Grill","117 N. Main","Waterloo","IL","62298","Monroe","120705006","Establishment","12/20/2012",
"J.W. Dunn, Inc.","Eddie's Lounge","2900 Nameoki Rd  ","Granite City","IL","62040","Madison","120706944","Establishment","01/24/2013",
"J1L Petroleum Inc.","Galva Shop & Go","102 Market St","Galva","IL","61434","Henry","180703243","Establishment","11/02/2018",
"J2 BEVERAGES, LLC","Rumors","115 W Quincy St","Griggsville","IL","62340","Pike","120712651","Establishment","02/26/2014",
"Jac's Doghouse, Inc.","Jac's Doghouse","2024 Broadway Road","Pekin","IL","61554","Tazewell","120700218","Establishment","02/26/2014",
"Jac's Place LLC","Jac's Place LLC","9285 Shawnee Forest Rd.","Equality","IL","62934","Gallatin","180703684","Establishment","01/30/2019",
"JACK & JINA'S ENTERPRISES, INC.","Jack & Jina's","535 E Lincoln","Hinckley","IL","60520","Dekalb","190700090","Establishment","06/13/2019",
"Jack Ingram","LONE STARR'S II ","155 East Market","Glasgow","IL","62694","Scott","130701677","Establishment","11/21/2013",
"Jack Rose, LLC","Jack Rose","124 Buchanan St","Belvidere","IL","61008","Boone","180700822","Establishment","11/02/2018",
"Jack Russell Fish Company, LLC","Jack Russell Fish Company","106 E. Main St. ","Benton","IL","62812","Franklin","120709585","Establishment","05/23/2013",
"jack seymour","bulans bowl","1436 warrington ave.","danville","IL","61832","Vermilion","120706169","Establishment","06/20/2013",
"Jack's 5th Street Inc.","Jack's 5th Street","4020 Pontoon Rd STE 1C","Pontoon Beach","IL","62040","Madison","170700337","Establishment","05/25/2017",
"Jack's Forever, Inc.","Lucky Jack's","1213 Madison Avenue","Madison","IL","62060","Madison","170703380","Establishment","09/14/2018",
"JACK'S OR BETTER, INC.","Jacks Or Better","15711 Halsted St.","Harvey","IL","60426","Cook","120709527","Establishment","10/24/2013",
"Jack's Tavern Incorporated","Jack's Tavern","106 E Main","Tolono","IL","61880","Champaign","120700514","Establishment","11/21/2013",
"Jackie's Pub, Inc.","Jackie's Pub","1014 S State Street","Lockport","IL","60441","Will","120707496","Establishment","03/20/2013",
"Jackpot Gaming LLC","Jackpot Gaming","214 W. Center St","Girard","IL","62640","Macoupin","160702134","Establishment","12/14/2016",
"Jackpot Gaming LLC","Jackpot Gaming","484 E. Jackson","Auburn","IL","62615","Sangamon","160701646","Establishment","08/31/2016",
"Jackpot Gaming LLC","Jackpot Gaming","402 W. Jackson St.","Auburn","IL","62615","Sangamon","190700696","Establishment","06/13/2019",
"Jackpot Joe's LLC","Jackpot Joe's","5059 Edgemere","Roscoe","IL","61073","Winnebago","120706773","Establishment","04/18/2013",
"Jackpot Joe's of Marion, Inc.","Jackpot Joe's","704 W. Boyton St.","Marion","IL","62959","Williamson","180700571","Establishment","09/14/2018",
"JACKPOT SLOTS L.L.C.","JACKPOT SLOTS & Video Poker","2719 North Columbus St.","OTTAWA","IL","61350","La Salle","140702382","Establishment","09/23/2014",
"Jackpots Entertainment, LLC","Lucy's Place V","122 E Saint Louis Street","Lebanon","IL","62254","St. Clair","160700340","Establishment","04/21/2016",
"JACKPOTS GAMING & SPIRITS OF JOLIET, INC.","ON THE ROCKS","1500 ESSINGTON RD, UNIT 1","JOLIET","IL","60435","Will","130701969","Establishment","10/24/2013",
"JACKPOTS GAMING & SPIRITS OF ROMEOVILLE, INC.","ON THE ROCKS","350-352 BUDLER ROAD","ROMEOVILLE","IL","60446","Will","140700595","Establishment","06/26/2014",
"Jackpots New Athens LLC","Jackpots New Athens LLC","825 New Baldwin Road Suite B","New Athens","IL","62264","St. Clair","190701805","Establishment","11/07/2019",
"Jackson 620, LLC","The Wheel","529 Blackhawk Blvd","South Beloit","IL","61080","Winnebago","180701987","Establishment","11/07/2019",
"Jackson County Country Club, LLC","Jackson County Country Club","5776 Country Club Rd.","Murphysboro","IL","62966","Jackson","170700845","Establishment","02/09/2018",
"JACKSON NUCKOLLS GROUP LLC","TILLYS PIT & PUB","1455 RING ROAD ","CALUMET CITY","IL","60409","Cook","190700074","Establishment","08/08/2019",
"Jackson's Fox & Hound BBQ, LLC","Jackson's Fox & Hound BBQ, LLC","113 Main St ","Hettick","IL","62649","Macoupin","180703764","Establishment","04/18/2019",
"JACKSON'S HANDLEBAR INC.","JACKSON'S HANDLEBAR","2001 N. 11th St. ","Springfield","IL","62702","Sangamon","150703281","Establishment","12/16/2015",
"JACKSONVILLE BEST BUFFET INC.","JACKSONVILLE BEST BUFFET INC.","901 W Morton Ave Suite 101-103","Jacksonville","IL","62650","Morgan","170701169","Establishment","05/25/2017",
"Jacksonville Bowl Inn, Inc.","Bowl Inn","224 N. East St.","Jacksonville","IL","62650","Morgan","120702081","Establishment","08/16/2012",
"Jacmo's, Inc.","MoJac's","1100 East B St","Belleville","IL","62220","St. Clair","120701336","Establishment","10/24/2013",
"Jacob's Bar, Inc.","Jacobsmeyer's","2401 Edwards Street","Granite City","IL","62040","Madison","120707918","Establishment","03/20/2013",
"JADE APE, INC.","1st Place Sports Bar and Grill","1736 W. Algonquin Road","Hoffman Estates","IL","60192","Cook","120704778","Establishment","05/23/2013",
"JADENHO CORPORATION","CUBA TAP","129 S 3RD ST ","Cuba","IL","61427","Fulton","130702000","Establishment","11/21/2013",
"Jaft Corp. ","Sundown Inn Pub","1775 Bloomingdale Rd.","Glendale Heights","IL","60139","Dupage","120701280","Establishment","09/19/2013",
"JAG RESTAURANT GROUP, INC.","Richmond Brathaus","10310 N MAIN STREET","RICHMOND","IL","60071","Mchenry","190700024","Establishment","09/16/2019",
"JAGJITA Corp.","White Hall Clark & Gas Conv","654 N Main Street","White Hall","IL","62092","Greene","150701312","Establishment","02/22/2017",
"Jagruti Inc.","Monee Tobacco","5701 W Monee Manhattan Rd Ste 103","Monee","IL","60449","Will","190701262","Establishment","11/07/2019",
"JAI MA ENTERPRISES INC.","RAINTREE RESTAURANT","1809 West Fayette Avenue","Effingham","IL","62401","Effingham","170701705","Establishment","08/24/2017",
"Jai Ma Lakshmi Inc.","KNJ Liquor & Lottery","308 N. Main St.","Dupo","IL","62239","St. Clair","180700613","Establishment","06/13/2018",
"Jaimi's Place LLC","Jaimi's Place","1418 N 8th Street","Pekin","IL","61554","Tazewell","160702543","Establishment","10/07/2016",
"Jakari, Inc.","Pepe's Mexican Restaurant","6911 W. 159th Street","Tinley Park","IL","60477","Cook","120704743","Establishment","04/30/2014",
"Jake's 201 Inc.","Jake's Pour House","201 Ninth St.","La Salle","IL","61301","La Salle","130704052","Establishment","04/30/2014",
"JAKELEA, INC.","The Grain Bin","308 South Fifth Street","Carrollton","IL","62016","Greene","190703353","Establishment","11/07/2019",
"Jal-Kay-Mj Corp.","Jalyrih Grill and Catering","820 N Main Street","Decatur","IL","62521","Macon","140701257","Establishment","11/07/2019",
"Jalaram 2007 Inc.","Fairfield Tap","35480 N. Fairfield Rd. ","Round Lake","IL","60073","Lake","130704553","Establishment","12/19/2013",
"JALARAM INC.","STILLMAN VALLEY MARATHON","111 East Roosevelt Road","Stillman Valley","IL","61084","Ogle","140701527","Establishment","06/26/2014",
"JALYN MARIE MITTS","THE BULLPEN","1014 Johnson Street","Streator","IL","61364","La Salle","130704483","Establishment","02/26/2014",
"Jam3, Inc.","The Office Bar and Grill","25520 S. Pheasant Lane, Unit F","Channahon","IL","60410","Grundy","120701277","Establishment","03/20/2013",
"JAMBAA, INC.","KRAEMART","202 S. State Hwy 1","West Union","IL","62477","Clark","180701670","Establishment","01/30/2019",
"JAMBAA, INC.","Kraemart ","209 W Cumberland","Martinsville","IL","62442","Clark","180704083","Establishment","03/01/2019",
"JAMBAA, INC.","KRAEMART","410 E Clover Street","Hutsonville","IL","62433","Crawford","170703919","Establishment","06/13/2018",
"Jameet Enterprises, Inc.","8th Street Liquor","117 W 8th St","Mount Carmel","IL","62863","Wabash","170702907","Establishment","11/16/2017",
"James Clayton Incorporated","Breadeaux Pizza","105 South Jefferson","Millstadt","IL","62260","St. Clair","150703057","Establishment","12/16/2015",
"James Crane Sr.","Revlon Lounge And Restaurant","7965 State Rt 146 W","Jonesboro","IL","62952","Union","170702812","Establishment","11/16/2017",
"James Gallentine","Mama Cimino's","104 Peoria Avenue","Dixon","IL","61021","Lee","140701123","Establishment","10/27/2014",
"James J Slager and Joanne Milani","Slager's On 47th","9308 w. 47th St.","Brookfield","IL","60513","Cook","120702105","Establishment","08/16/2012",
"JAMES K. PARKER","BONNIE'S DINING & BANQUETS","8442 Archer Ave. ","WILLOW SPRINGS","IL","60480","Cook","180701641","Establishment","08/02/2018",
"James P. Smith","Catalpa Grove Tavern","7935 State Rte. 17","Toulon","IL","61483","Stark","140702278","Establishment","03/26/2015",
"James R. Prochaska","Jim's Knoxville Tap","8716 Knoxville Rd.","Milan","IL","61264","Rock Island","120702233","Establishment","12/20/2012",
"James Sarno, Inc.","Errico's Club 30","5713 W Roosevelt Rd","Cicero","IL","60804","Cook","130702430","Establishment","02/26/2014",
"James Tweedy","The Old Rome","803 North 9th Street","Murphysboro","IL","62966","Jackson","120705571","Establishment","02/21/2013",
"Jameson Pub, INC.","Skooter's Roadhouse","700 W Jefferson Street","Shorewood","IL","60404","Will","180701510","Establishment","08/08/2019",
"JAMIE'S OUTPOST PARLOR, INC","Jamie's Outpost Parlor","602 Clark Street","North Utica","IL","613739441","La Salle","160701935","Establishment","07/20/2016",
"Jammer's Pub, Inc.","The Office ","513 E. State Street","Rockford","IL","61104","Winnebago","120700298","Establishment","10/18/2012",
"Jan's Tap, Inc.","Jan's Tap","3404 W. Fremont St","Peoria","IL","61614","Peoria","120702302","Establishment","09/20/2012",
"Janet Krull","Jan's Horseshoe Inn","9564 Schuline Rd","Sparta","IL","62286","Randolph","120706659","Establishment","03/20/2013",
"Janie B's of Sugar Grove, Inc.","Calamity Janes","9 S 593 Route 47","Sugar Grove","IL","60554","Kane","120700746","Establishment","11/15/2012",
"Janosik Banquet, Inc.","Janosik Banquets","9126 S Roberts Rd","Hickory Hills","IL","60457","Cook","120701165","Establishment","10/18/2012",
"JAR Entertainment, Inc.","Satch's Restaurant and Bar","818 N. Shabbona","Streator","IL","61364","La Salle","140703132","Establishment","03/26/2015",
"JAS HOSPITALITY, INC","MIRA'S CAFE","575 LANDMEIER RD","ELK GROVE VILLAGE","IL","60007","Cook","180700983","Establishment","06/13/2018",
"JASAR AHMEDI","CHARLIE'S PLACE","211 & 213 JEFFERSON ST.","HANOVER","IL","61041","Jo Daviess","190700770","Establishment","11/07/2019",
"Jasbir I Enterprise Inc.","Brazas Liquors","2447 Georgetown Road","Danville","IL","61832","Vermilion","120710424","Establishment","12/19/2013",
"JASKARAN CONVENIENT STORE LLC","MELISTY MART","102 S RTE 48","OREANA","IL","62554","Macon","150702651","Establishment","01/26/2017",
"Jason G. Inc.","Southside Sports Bar","1617 S MILL ST ","NASHVILLE","IL","62263","Washington","120709254","Establishment","06/20/2013",
"Jason Kyle Cox","The Gap","862 State Hwy 34 Box 150A","Herod","IL","62947","Pope","150702738","Establishment","12/16/2015",
"Jason N. Hayes and Charles W. Casford III","DAWGZ DUGOUT","103 E 4TH St","DePue","IL","61322","Bureau","170703392","Establishment","11/16/2017",
"Jasper Columbian Home Association","Jasper Columbian","707 S. Van Buren St.","Newton","IL","62448","Jasper","170703857","Establishment","01/09/2018",
"Java Joe's Coffeehouse, Inc.","Java Joe's Coffeehouse","325 W. Noleman St.","Centralia","IL","62801","Marion","140701920","Establishment","07/24/2014",
"JAW 1812 Inc.","Jimmy C's","2509 N. Sheridan","Peoria","IL","61604","Peoria","160703898","Establishment","11/16/2017",
"JAXS PUB, INC.","JAXS PUB, INC.","4160 NORTH PERRYVILLE ROAD","LOVES PARK","IL","61111","Winnebago","120703487","Establishment","12/20/2012",
"Jaxx Pub and Grill, Inc.","Jaxx Pub and Grill","338 E Army Trail Rd ","Glendale Heights","IL","60139","DuPage","150702316","Establishment","09/22/2015",
"JAY & NANCY'S TAVERN, INC.","JAY & NANCY'S TAVERN, INC.","102 EAST 7TH, P.O. BOX 267","GOLDEN","IL","62339","Adams","120700767","Establishment","11/15/2012",
"JAY AMBE LIQUORS INC.","E & M Food and Liquor","7758 S. Archer Rd.","Justice","IL","60458","Cook","140703451","Establishment","03/26/2015",
"JAY BAVAJI 27 INC.,","SANDY'S PLACE","3331 W 115TH ST","MERRIONETTE PARK","IL","60803","Cook","160703029","Establishment","02/22/2017",
"Jay Bholenath, LLC","Home Beverage Packaged Liquors","4211 Broadway St.","Mount Vernon","IL","62864","Jefferson","170703547","Establishment","11/16/2017",
"Jay Dee Wirth","Jay's Hilltop Tavern","459 West State St.","Bridgeport","IL","62417","Lawrence","140701389","Establishment","05/29/2014",
"Jay Dee Wirth","Jay's Tavern","239 Main St.","Bridgeport","IL","62417","Lawrence","130706448","Establishment","02/26/2014",
"Jay Krishna, INC.","P.K. 'S Pantry","6410 West 107th Street","Chicago Ridge","IL","60415","Cook","130703165","Establishment","02/26/2014",
"Jay Maadi Inc.","Clark Station","391 S Main St","Seneca","IL","61360","La Salle","180703767","Establishment","04/18/2019",
"Jay Madi Fuelmart Inc.","Marion Gas Station","1801 W Main St","Marion","IL","62959","Williamson","180703311","Establishment","04/18/2019",
"Jay Shitaram LLC","Traxside Pub & Sports Lounge","4 East Holden Street","Tolono","IL","61880","Champaign","120703214","Establishment","11/15/2012",
"Jay's Flamingo Corporation","Little A's Sports Bar","501 W 7th St ","Centralia","IL","62801","Clinton","120703498","Establishment","01/24/2013",
"Jay's Flamingo Corporation","Jay's Flamingo","1191 Fairfax St","Carlyle","IL","62231","Clinton","120704253","Establishment","01/24/2013",
"JAYST, INC.","Mulligans","531 North Main Street","Bloomington","IL","61701","McLean","120702077","Establishment","01/24/2013",
"JB Slo Joe's Hideout, Inc.","JB Slo Joe's Hideout, Inc.","1204 Adams Ave.","Junction City","IL","62882","Marion","120701985","Establishment","03/20/2013",
"JB'S HIDEOUT LLC","JB'S HIDEOUT","341 North Railroad Avenue","Blue Mound","IL","62513","Macon","160704044","Establishment","02/22/2017",
"JB's Inn, Inc.","JB's Inn","146 West Irving Park Road","Wood Dale","IL","60191","Dupage","120707525","Establishment","02/21/2013",
"JBD White Horse Inn, LLC","White Horse Inn","348 West Maple Street","New Lenox","IL","60451","Will","160700396","Establishment","04/21/2016",
"JBKS Corporation","Polly's","5420 S. RTE  14","Harvard","IL","60033","Mchenry","160700845","Establishment","06/02/2016",
"JBL, LLC","HIT N RUN FOOD STORES","208 W St. Louis Ave","East Alton","IL","62024","Madison","170703333","Establishment","01/09/2018",
"JBL, LLC","HIT N RUN FOOD STORES","4601 Maryville Rd","Granite City","IL","62040","Madison","170703924","Establishment","01/09/2018",
"JBM HASSELL INC.","THREE ACES DINER","2314 HASSELL ROAD","HOFFMAN ESTATES","IL","60169","Cook","180702665","Establishment","04/18/2019",
"JBMP Pizza, LLC","Rosati's Pizza","2936 S. 6th St.","Springfield","IL","62703","Sangamon","180702983","Establishment","11/02/2018",
"JBSOMT, LLC","One More Time Sports Bar","1527 N. Raynor Ave.","Joliet","IL","60435","Will","160703021","Establishment","12/14/2016",
"JBUCK, LLC","Tolono It'll Do","102 N. Long St.","Tolono","IL","61880","Champaign","170700975","Establishment","04/21/2017",
"JC & LM Holdings Inc.","JC Catchers Tap","1723 N. Center St","Crest Hill","IL","60403","Will","150701267","Establishment","05/28/2015",
"JCJ RESTAURANT COMPANY","PELICAN HARRY'S BAR AND GRILL","14807 FOUNDERS CROSSING","HOMER GLEN","IL","60491","Will","130703484","Establishment","12/19/2013",
"JCYJLY Investments, Inc.","No. 10 Tavern on the Square","622 6th Street","Pawnee","IL","62558","Sangamon","160702552","Establishment","10/07/2016",
"JD ELLIOTT, INC.","JD'S CUES AND BREWS","2256 NORTH GRAND AVE.","Grandview","IL","62702","Sangamon","120707546","Establishment","01/24/2013",
"JD's Firewater Incorporated","Just One More","10234 Lincoln Trail","Fairview Heights","IL","62208","St. Clair","120708468","Establishment","07/18/2013",
"JD3 Entertainment, Inc.","3 D Bowl / Sideouts Bar & Eatery","4018 Roberts Road","Island Lake","IL","60042","Lake","130702554","Establishment","05/28/2015",
"JDA Pizza, Inc.","Suzy's Pizza","4353 Tuma Rd.","Yorkville","IL","60560","Kendall","140703313","Establishment","11/20/2014",
"JDCIH, Inc.","On the Rox","670 West Station Street","Kankakee","IL","60901","Kankakee","120710771","Establishment","09/19/2013",
"JDM GROUP CORPORATION ","BAR TINI LOUNGE ","2433 DESPLAINES AVE ","NORTH RIVERSIDE","IL","60546","Cook","120708334","Establishment","09/19/2013",
"JDR BAR, Inc.","Ricky's Sandbar","1139 North 5th Street","Quincy","IL","62301","Adams","160702995","Establishment","10/07/2016",
"JDs Bar & Grill 1 Inc.","JDS 3","100 N Chicago Street","Magnolia","IL","61336","Putnam","150703481","Establishment","12/16/2015",
"JDS Bar & Grill 1 Inc.","JDS Bar & Grill 1 Inc","1501 LaHarpe St.","La Salle","IL","61301","La Salle","130705770","Establishment","05/29/2014",
"JDW Holdings Inc","The Heron","34 N. Vermilion","Danville","IL","61832","Vermilion","190700926","Establishment","06/13/2019",
